tsec,U_totV,iA,PW,m_Air,m_H2,RH_Air,RH_H2,P_Air_supply,P_H2_supply,P_Air_inlet,P_H2_inlet,T_1,T_2,T_3,T_4,T_Air_inlet,T_H2_inlet,T_Stack_inlet,T_Heater,m_Air_write,m_H2_write,Heater_power,i_write
9035.068,0.945,0.112,0.106,6.153,1.286,62.1,86.672,0.914,1.153,1.103,1.32,13.949,-64296.357,27.947,13.925,30.286,18.301,36.5,64.314,0.523,0.546,0,0.0
9004.779,0.875,1.05,0.918,6.153,1.347,62.441,91.77,0.914,0.994,1.103,1.022,13.903,-64295.204,27.216,13.89,30.303,17.92,35.796,64.629,0.523,0.546,0,1.0
9027.929,0.95,0.112,0.106,6.153,1.31,61.588,87.692,0.914,1.058,1.103,1.218,13.893,-64296.08,27.755,13.889,30.295,18.059,36.321,64.35,0.523,0.546,0,0.0
1364.32,0.742,6.037,4.482,6.153,1.286,99.648,101.287,0.88,1.007,1.065,1.035,14.773,-64479.046,36.08,14.696,30.717,17.962,44.969,65.11,0.523,0.546,0,6.0
144.293,0.852,0.112,0.095,5.196,1.286,92.139,98.228,0.812,0.842,0.959,1.077,14.507,-64724.155,34.848,14.385,28.979,17.834,43.691,64.997,0.507,0.546,5,0.0
65.467,0.895,0.112,0.1,-0.103,1.286,88.213,97.379,0.048,0.829,0.037,1.086,14.656,-64746.803,34.37,14.587,28.007,17.841,43.309,65.238,0.523,0.546,0,0.0
99.186,0.871,0.112,0.097,8.835,1.286,90.091,99.758,0.816,0.842,1.423,1.086,14.609,-64736.958,34.548,14.525,27.602,17.858,43.484,65.222,1.232,0.546,0,0.0
4838.862,0.952,0.112,0.107,6.217,1.298,80.533,93.64,0.892,1.007,1.078,1.043,13.763,-64298.238,35.208,13.745,30.287,18.103,44.364,65.581,0.523,0.546,0,0.0
6275.788,0.852,2.062,1.758,6.153,1.31,59.71,89.391,0.892,1.0,1.084,1.026,13.574,-64264.945,35.468,13.557,30.757,18.143,44.524,65.078,0.523,0.546,0,2.0
1310.264,0.882,0.862,0.761,6.153,1.286,101.014,93.47,0.88,1.0,1.065,1.039,14.381,-64487.212,36.263,14.328,30.834,17.755,45.1,65.48,0.523,0.546,0,0.8
8254.774,0.54,15.037,8.12,6.153,1.298,60.905,90.241,0.909,0.969,1.097,1.013,13.71,-64265.834,19.119,13.675,30.347,18.754,20.456,59.095,0.523,0.546,0,15.0
4814.371,0.85,2.062,1.753,6.217,1.286,79.85,92.96,0.892,1.007,1.078,1.039,13.775,-64298.411,35.14,13.757,30.281,18.207,44.352,65.218,0.523,0.546,0,2.0
8524.214,0.89,0.487,0.433,6.153,1.298,60.564,86.162,0.909,0.994,1.097,1.039,13.798,-64275.312,18.289,13.797,30.298,18.127,19.41,65.195,0.523,0.546,5,0.4
8504.558,0.895,0.487,0.436,6.153,1.298,61.417,88.032,0.909,0.994,1.103,1.039,13.806,-64274.22,18.38,13.788,30.305,18.42,19.481,63.435,0.523,0.546,5,0.4
181.475,0.901,0.112,0.101,5.77,1.335,96.918,102.817,0.846,0.912,1.022,1.124,14.58,-64713.013,34.99,14.487,29.49,17.832,43.798,65.77,0.523,0.546,0,0.0
2962.38,0.54,15.037,8.12,6.217,1.298,85.653,96.869,0.892,0.975,1.084,1.009,13.732,-64363.708,19.403,13.718,30.403,18.591,20.826,58.582,0.523,0.546,0,15.0
8495.395,0.857,1.05,0.9,6.217,1.298,60.734,92.62,0.914,1.0,1.103,1.043,13.784,-64273.751,18.397,13.812,30.308,18.542,19.538,62.169,0.523,0.546,5,0.4
8541.369,0.85,1.05,0.892,6.217,1.31,61.417,88.711,0.909,1.007,1.09,1.039,13.722,-64276.186,18.258,13.747,30.308,18.103,19.303,64.83,0.523,0.546,5,1.0
122.046,0.862,0.112,0.097,4.876,1.286,95.894,96.019,0.74,0.848,0.871,1.077,14.572,-64730.339,34.703,14.489,28.286,17.849,43.661,65.176,0.523,0.546,0,0.0
6267.68,0.855,2.062,1.763,6.217,1.298,60.052,85.822,0.897,1.013,1.084,1.052,13.61,-64265.103,35.472,13.561,30.755,18.265,44.584,64.895,0.523,0.546,5,2.0
6270.866,0.854,2.062,1.762,6.153,1.298,61.076,87.692,0.897,1.0,1.078,1.035,13.602,-64264.965,35.441,13.554,30.759,18.216,44.563,64.879,0.523,0.546,5,2.0
3182.005,0.945,0.234,0.219,6.281,1.298,85.994,96.359,0.897,1.007,1.09,1.035,13.809,-64357.785,18.776,13.806,30.429,18.122,19.799,59.403,0.523,0.546,5,0.4
6302.201,0.883,0.862,0.761,6.217,1.31,61.758,91.091,0.892,0.994,1.084,1.026,13.57,-64264.525,35.354,13.566,30.755,18.199,44.504,65.145,0.523,0.546,0,0.8
6266.234,0.845,2.435,2.047,6.217,1.323,59.369,87.522,0.892,1.026,1.084,1.065,13.621,-64265.123,35.487,13.586,30.762,18.288,44.594,64.933,0.523,0.546,5,2.0
163.472,0.842,0.112,0.094,5.77,1.298,96.235,99.248,0.85,0.848,1.015,1.082,14.522,-64718.408,34.796,14.446,29.297,17.828,43.659,65.06,0.523,0.546,0,0.0
3160.532,0.897,0.487,0.437,6.153,1.298,85.653,96.359,0.897,0.994,1.084,1.026,13.597,-64358.7,18.739,13.606,30.426,18.316,19.925,57.868,0.523,0.546,5,0.4
6293.701,0.955,0.112,0.107,6.281,1.298,67.391,90.921,0.897,0.994,1.084,1.03,13.633,-64264.59,35.396,13.586,30.753,18.084,44.483,65.451,0.523,0.546,0,0.0
4834.303,0.955,0.112,0.107,6.153,1.298,81.386,93.64,0.892,1.007,1.078,1.048,13.735,-64298.262,35.277,13.708,30.314,18.121,44.393,65.482,0.523,0.546,0,0.0
6632.735,0.66,17.062,11.261,6.089,1.298,59.71,91.43,0.901,0.981,1.09,1.013,13.793,-64259.757,35.742,13.757,30.92,18.934,42.476,65.098,0.523,0.546,0,17.0
3177.458,0.952,0.112,0.107,6.217,1.298,85.141,94.999,0.901,1.007,1.084,1.03,13.744,-64358.041,18.733,13.757,30.444,18.138,19.831,58.729,0.523,0.546,5,0.0
101.205,0.882,0.112,0.099,10.111,1.298,93.333,100.947,0.952,0.835,1.134,1.086,14.638,-64736.409,34.572,14.536,28.032,17.855,43.503,65.166,0.523,0.546,0,0.0
3179.442,0.952,0.112,0.107,6.217,1.286,84.8,90.241,0.897,1.007,1.078,1.035,13.783,-64357.844,18.755,13.803,30.438,18.133,19.813,58.887,0.523,0.546,5,0.0
630.065,0.64,12.037,7.704,6.153,1.298,102.379,104.176,0.867,0.962,1.047,1.001,14.694,-64602.873,35.42,14.62,30.723,18.046,44.658,65.303,0.523,0.546,0,12.0
122.331,0.862,0.112,0.097,4.876,1.274,94.87,93.81,0.748,0.848,0.884,1.077,14.577,-64730.252,34.727,14.474,28.315,17.834,43.667,65.157,0.523,0.546,0,0.0
1806.929,0.65,14.025,9.116,6.089,1.298,101.184,99.928,0.88,0.981,1.078,1.022,14.24,-64431.815,29.451,14.154,30.712,18.229,33.631,62.987,0.523,0.546,0,14.0
1670.075,0.65,15.037,9.774,6.217,1.298,101.184,101.117,0.875,0.969,1.059,1.018,14.2,-64440.993,32.621,14.125,30.687,18.04,38.135,63.569,0.523,0.546,0,15.0
128.329,0.86,0.112,0.096,5.26,1.298,95.04,102.307,0.807,0.842,0.953,1.082,14.591,-64728.448,34.73,14.496,28.586,17.858,43.674,65.172,0.523,0.546,0,0.0
198.902,0.852,1.05,0.895,5.77,1.286,100.331,92.28,0.85,0.645,1.022,0.702,14.481,-64707.835,34.89,14.402,29.644,17.944,43.835,65.258,0.523,0.546,0,1.0
192.617,0.85,1.05,0.892,5.834,1.298,101.014,102.477,0.85,0.702,1.015,0.754,14.492,-64709.866,34.959,14.411,29.578,17.953,43.817,65.258,0.523,0.546,0,1.0
96.898,0.862,0.112,0.097,-0.231,1.298,85.141,101.287,0.035,0.842,0.025,1.086,14.58,-64737.64,34.558,14.536,27.559,17.867,43.486,65.381,1.232,0.546,0,0.0
544.046,0.64,12.037,7.704,6.089,1.298,102.209,100.098,0.867,0.969,1.053,1.005,14.53,-64619.142,35.221,14.45,30.644,17.916,44.609,65.124,0.523,0.546,0,12.0
54.615,0.905,0.112,0.101,-0.231,1.286,88.725,97.209,0.048,0.829,0.037,1.069,14.68,-64749.96,34.312,14.617,28.188,17.847,43.21,64.987,0.523,0.546,5,0.0
8514.943,0.955,0.112,0.107,6.281,1.286,60.734,89.901,0.905,0.994,1.103,1.043,13.821,-64274.763,18.354,13.815,30.3,18.201,19.452,64.125,0.523,0.546,5,0.0
4843.751,0.882,0.862,0.761,6.217,1.298,79.85,93.98,0.888,1.007,1.078,1.043,13.778,-64298.144,35.242,13.755,30.302,18.097,44.367,65.519,0.523,0.546,0,0.8
105.758,0.875,0.112,0.098,0.599,1.298,91.456,98.398,0.438,0.842,0.438,1.082,14.611,-64734.963,34.627,14.52,28.114,17.837,43.549,65.195,0.523,0.546,0,0.0
1302.769,0.842,2.062,1.737,6.153,1.298,99.307,102.477,0.884,0.994,1.065,1.039,14.353,-64488.338,36.286,14.303,30.81,17.76,45.164,64.968,0.523,0.546,5,2.0
7103.03,0.615,15.037,9.248,6.153,1.286,58.174,89.901,0.901,0.981,1.097,1.013,13.541,-64255.859,26.07,13.5,30.784,19.288,29.043,63.341,0.523,0.546,0,15.0
4082.046,0.642,15.037,9.661,6.217,1.298,83.093,94.32,0.884,0.975,1.065,1.013,13.882,-64316.594,33.438,13.847,30.327,18.167,42.692,64.961,0.523,0.546,5,15.0
9018.212,0.872,1.05,0.916,6.153,1.286,61.246,92.28,0.914,0.962,1.103,1.116,13.883,-64295.684,27.542,13.892,30.292,17.879,36.12,64.459,0.523,0.546,0,1.0
52.327,0.905,0.112,0.101,-0.231,1.286,87.189,98.738,0.056,0.816,0.043,1.069,14.637,-64750.56,34.303,14.556,28.255,17.806,43.208,65.014,0.523,0.546,0,0.0
198.902,0.852,1.05,0.895,5.77,1.286,100.331,92.28,0.85,0.645,1.022,0.702,14.481,-64707.835,34.89,14.402,29.644,17.944,43.835,65.258,0.523,0.546,0,1.0
1330.528,0.875,0.862,0.754,6.217,1.298,100.672,98.568,0.884,1.0,1.065,1.043,14.621,-64484.254,36.253,14.545,30.705,17.845,45.073,65.003,0.523,0.546,0,0.8
6307.442,0.882,0.862,0.761,6.153,1.31,58.686,91.091,0.892,0.994,1.084,1.026,13.618,-64264.432,35.28,13.6,30.755,18.322,44.511,65.108,0.523,0.546,0,0.8
1336.555,0.872,0.862,0.752,6.153,1.298,99.136,99.418,0.884,1.007,1.059,1.039,14.547,-64483.335,36.146,14.487,30.711,17.84,45.072,65.05,0.523,0.546,0,0.8
4811.225,0.852,2.062,1.758,6.153,1.286,78.485,92.79,0.888,1.007,1.084,1.043,13.784,-64298.436,35.138,13.747,30.282,18.248,44.359,65.312,0.523,0.546,0,2.0
191.467,0.935,0.112,0.105,5.834,1.31,101.526,103.836,0.85,0.708,1.022,0.766,14.474,-64710.163,34.966,14.389,29.564,17.946,43.82,65.287,0.523,0.546,0,1.0
145.793,0.852,0.112,0.095,5.26,1.286,94.528,95.849,0.807,0.842,0.953,1.082,14.485,-64723.653,34.817,14.387,29.013,17.845,43.699,65.013,0.507,0.546,0,0.0
8512.349,0.955,0.112,0.107,6.153,1.31,66.367,90.751,0.909,1.0,1.097,1.039,13.811,-64274.6,18.354,13.809,30.301,18.231,19.468,63.111,0.523,0.546,5,0.0
9058.785,0.837,1.052,0.881,6.281,1.286,64.148,87.352,0.914,1.248,1.097,1.418,13.948,-64297.54,28.377,13.927,30.28,18.393,36.919,63.964,0.523,0.546,0,1.0
54.042,0.905,0.112,0.101,-0.295,1.274,86.677,97.379,0.043,0.816,0.037,1.073,14.678,-64750.155,34.289,14.606,28.201,17.818,43.213,64.994,0.523,0.546,5,0.0
6307.442,0.882,0.862,0.761,6.153,1.31,58.686,91.091,0.892,0.994,1.084,1.026,13.618,-64264.432,35.28,13.6,30.755,18.322,44.511,65.108,0.523,0.546,0,0.8
2878.368,0.542,15.037,8.157,6.153,1.298,87.872,96.869,0.892,0.981,1.084,1.009,13.699,-64366.719,19.669,13.669,30.392,18.606,21.226,58.872,0.523,0.546,0,15.0
8998.21,0.842,2.062,1.737,6.153,1.31,61.076,92.62,0.914,0.988,1.097,1.022,13.962,-64294.828,27.066,13.919,30.308,17.918,35.628,64.67,0.523,0.546,0,2.0
98.33,0.864,0.112,0.097,3.344,1.286,86.165,98.398,0.498,0.848,1.385,1.086,14.603,-64737.199,34.551,14.547,27.549,17.868,43.494,65.251,1.232,0.546,0,0.0
10270.811,0.192,0.11,0.021,6.153,1.298,61.758,94.659,0.905,0.766,1.078,0.971,15.791,-64576.323,24.596,15.966,26.991,22.814,27.038,57.332,0.523,0.546,0,0.0
9034.216,0.947,0.112,0.106,6.217,1.274,63.295,89.391,0.914,1.146,1.103,1.312,13.941,-64296.347,27.913,13.915,30.29,18.304,36.455,64.338,0.523,0.546,0,0.0
6302.794,0.882,0.862,0.761,6.217,1.298,59.881,90.071,0.892,0.988,1.078,1.03,13.595,-64264.516,35.349,13.595,30.753,18.173,44.51,65.152,0.523,0.546,0,0.8
4821.824,0.89,0.862,0.768,6.153,1.298,81.045,93.3,0.888,1.007,1.078,1.043,13.81,-64298.48,35.218,13.782,30.282,18.154,44.374,65.293,0.523,0.546,0,0.8
8493.083,0.857,1.05,0.9,6.153,1.298,61.246,91.94,0.914,1.007,1.097,1.039,13.777,-64273.672,18.429,13.781,30.301,18.452,19.555,62.51,0.523,0.546,5,1.0
8537.596,0.85,1.05,0.892,6.153,1.298,60.734,84.463,0.909,1.007,1.103,1.043,13.774,-64275.929,18.249,13.753,30.298,18.148,19.307,65.048,0.523,0.546,5,1.0
1317.104,0.945,0.112,0.106,6.217,1.286,100.502,101.967,0.88,1.007,1.072,1.048,14.527,-64486.303,36.263,14.489,30.739,17.793,45.032,65.278,0.523,0.546,0,0.0
4837.153,0.954,0.112,0.107,6.153,1.298,79.679,92.96,0.888,1.013,1.078,1.043,13.75,-64298.322,35.232,13.718,30.284,18.12,44.361,65.554,0.523,0.546,0,0.0
42.045,0.914,0.112,0.102,-0.231,1.249,90.261,99.248,0.052,0.746,0.05,0.954,14.584,-64753.569,34.259,14.499,28.453,17.742,43.039,65.109,0.523,0.546,0,0.0
10401.666,0.175,0.11,0.019,6.217,1.298,97.942,93.47,0.905,0.778,1.078,0.967,16.147,-64617.172,24.284,16.248,26.459,22.726,26.109,56.932,0.523,0.546,0,0.0
8494.521,0.857,1.05,0.9,6.217,1.274,62.1,91.94,0.909,1.007,1.103,1.035,13.802,-64273.81,18.404,13.788,30.326,18.528,19.542,62.323,0.523,0.546,5,1.0
72.041,0.89,0.112,0.1,-0.231,1.274,84.8,97.888,0.043,0.835,0.031,1.082,14.614,-64744.847,34.434,14.534,27.924,17.85,43.347,65.318,0.523,0.546,0,0.0
6308.301,0.882,0.862,0.761,6.153,1.31,59.198,90.071,0.897,1.0,1.078,1.035,13.623,-64264.407,35.265,13.599,30.751,18.249,44.496,65.095,0.523,0.546,0,0.8
8541.369,0.85,1.05,0.892,6.217,1.31,61.417,88.711,0.909,1.007,1.09,1.039,13.722,-64276.186,18.258,13.747,30.308,18.103,19.303,64.83,0.523,0.546,5,1.0
3190.511,0.885,0.487,0.431,6.217,1.298,84.629,94.829,0.892,1.007,1.084,1.03,13.813,-64357.476,18.752,13.81,30.432,18.092,19.756,59.826,0.523,0.546,5,0.4
40.898,0.915,0.112,0.102,-0.167,1.249,84.8,98.058,0.056,0.702,0.043,0.907,14.577,-64753.903,34.256,14.508,28.463,17.748,43.033,65.123,0.523,0.546,0,0.0
6653.881,0.675,15.037,10.15,6.153,1.298,58.345,90.751,0.901,0.981,1.09,1.013,13.765,-64259.323,35.089,13.728,30.945,18.813,41.231,65.085,0.523,0.546,0,15.0
9140.499,0.875,0.112,0.098,6.217,1.298,63.465,90.751,0.909,1.267,1.103,1.427,14.061,-64301.663,29.64,14.036,30.308,17.82,37.897,62.934,0.523,0.546,0,0.0
8532.944,0.85,1.05,0.892,6.153,1.31,64.66,88.881,0.909,1.007,1.103,1.03,13.761,-64275.707,18.274,13.735,30.3,18.327,19.344,65.174,0.523,0.546,0,1.0
9055.928,0.932,0.112,0.104,6.153,1.298,62.953,88.881,0.918,1.261,1.109,1.418,13.928,-64297.347,28.308,13.949,30.29,18.422,36.876,64.008,0.523,0.546,0,-1.0
7311.886,0.592,15.037,8.914,6.217,1.286,59.369,93.13,0.909,0.981,1.097,1.018,13.51,-64255.637,23.964,13.469,30.77,18.875,26.373,62.575,0.523,0.546,0,15.0
6295.127,0.955,0.112,0.107,6.153,1.31,59.881,90.751,0.897,0.994,1.084,1.018,13.609,-64264.595,35.392,13.557,30.759,18.09,44.477,65.358,0.523,0.546,0,0.0
1309.964,0.882,0.862,0.761,6.153,1.298,101.184,92.62,0.88,1.0,1.072,1.043,14.392,-64487.308,36.224,14.342,30.812,17.768,45.105,65.467,0.523,0.546,0,0.8
47.402,0.91,0.112,0.102,-0.295,1.261,88.555,101.457,0.052,0.785,0.05,1.048,14.573,-64752.193,34.295,14.521,28.345,17.756,43.139,65.188,0.523,0.546,0,0.0
50.324,0.91,0.112,0.102,-0.231,1.261,87.872,98.228,0.043,0.81,0.037,1.06,14.641,-64751.104,34.31,14.575,28.258,17.795,43.165,65.052,0.523,0.546,0,0.0
4689.857,0.49,32.062,15.71,6.153,1.298,80.533,88.711,0.88,0.931,1.072,0.967,13.862,-64299.728,35.095,13.823,30.303,18.824,44.392,65.51,0.523,0.546,0,32.0
4839.145,0.952,0.112,0.107,6.217,1.31,80.021,92.45,0.892,1.013,1.078,1.043,13.747,-64298.233,35.214,13.725,30.315,18.122,44.384,65.602,0.523,0.546,0,0.0
8029.839,0.55,15.037,8.27,6.153,1.298,61.417,87.352,0.909,0.975,1.109,1.005,13.658,-64260.749,19.883,13.622,30.322,18.896,21.339,59.889,0.523,0.546,0,15.0
97.473,0.862,0.112,0.097,-0.167,1.298,83.264,99.928,0.09,0.848,0.326,1.09,14.612,-64737.44,34.563,14.538,27.56,17.868,43.461,65.327,1.232,0.546,0,0.0
6916.459,0.64,15.037,9.624,6.153,1.31,57.15,93.3,0.905,0.988,1.09,1.013,13.684,-64258.159,28.628,13.603,30.71,19.29,32.377,64.071,0.523,0.546,0,15.0
3176.602,0.952,0.112,0.107,6.217,1.31,85.653,94.999,0.897,1.0,1.078,1.035,13.737,-64358.078,18.734,13.726,30.445,18.143,19.838,58.697,0.523,0.546,5,0.0
36.329,0.917,0.112,0.103,-0.231,1.138,87.189,99.418,0.06,0.454,0.05,0.656,14.58,-64755.089,34.239,14.517,28.566,17.808,43.003,65.522,0.523,0.546,0,0.0
3550.96,0.615,15.037,9.248,6.153,1.31,84.8,95.679,0.897,0.981,1.084,1.018,13.725,-64343.432,27.239,13.695,30.431,17.89,35.71,65.038,0.523,0.546,0,15.0
8524.505,0.89,0.487,0.433,6.217,1.298,62.271,88.541,0.914,1.007,1.103,1.043,13.798,-64275.312,18.289,13.797,30.298,18.127,19.41,65.195,0.523,0.546,0,0.4
3205.713,0.838,1.429,1.191,6.217,1.298,85.312,94.999,0.892,1.0,1.084,1.03,13.819,-64356.76,18.712,13.791,30.463,18.037,19.666,60.433,0.523,0.546,5,2.0
77.185,0.884,0.112,0.099,-0.231,1.274,84.629,102.987,0.043,0.835,0.025,1.077,14.592,-64743.308,34.49,14.498,27.835,17.854,43.385,65.023,0.523,0.546,0,0.0
6303.097,0.882,0.862,0.761,6.217,1.298,59.369,90.071,0.892,0.994,1.084,1.022,13.616,-64264.545,35.349,13.591,30.764,18.212,44.51,65.135,0.523,0.546,0,0.8
8541.941,0.85,1.05,0.892,6.089,1.31,60.393,87.352,0.909,1.007,1.109,1.043,13.743,-64276.241,18.259,13.761,30.311,18.126,19.289,64.695,0.523,0.546,5,1.0
8527.968,0.889,0.487,0.433,6.153,1.31,61.588,88.371,0.909,1.0,1.09,1.039,13.783,-64275.524,18.281,13.784,30.282,18.111,19.376,64.53,0.523,0.546,5,0.4
3152.452,0.857,1.052,0.902,6.089,1.298,84.8,95.509,0.897,1.007,1.09,1.026,13.638,-64359.135,18.756,13.647,30.426,18.218,19.982,57.882,0.523,0.546,5,1.0
109.187,0.868,0.112,0.097,0.025,1.298,92.821,98.398,0.311,0.848,0.3,1.086,14.601,-64733.907,34.68,14.524,27.985,17.838,43.572,65.146,0.523,0.546,0,0.0
98.33,0.864,0.112,0.097,3.344,1.286,86.165,98.398,0.498,0.848,1.385,1.086,14.603,-64737.199,34.551,14.547,27.549,17.868,43.494,65.251,1.232,0.546,0,0.0
78.895,0.882,0.112,0.099,-0.231,1.286,87.701,102.477,0.043,0.842,0.031,1.086,14.568,-64742.851,34.457,14.486,27.817,17.87,43.384,64.984,0.523,0.546,0,0.0
3814.395,0.637,15.037,9.586,6.217,1.298,83.946,93.13,0.888,0.981,1.078,1.005,13.901,-64328.872,31.737,13.836,30.342,18.064,40.794,64.965,0.523,0.546,5,15.0
1313.682,0.882,0.862,0.761,6.153,1.31,96.064,102.477,0.875,1.013,1.065,1.039,14.471,-64486.75,36.277,14.439,30.817,17.791,45.076,65.204,0.523,0.546,0,0.8
3161.396,0.895,0.487,0.436,6.217,1.298,85.141,97.209,0.897,1.007,1.078,1.03,13.606,-64358.7,18.753,13.594,30.431,18.307,19.945,57.858,0.523,0.546,5,0.4
136.9,0.855,0.112,0.096,5.515,1.298,97.6,97.209,0.829,0.842,0.978,1.086,14.503,-64726.04,34.783,14.437,28.822,17.842,43.68,65.028,0.523,0.546,0,0.0
3170.289,0.894,0.44,0.393,6.217,1.286,85.141,94.829,0.897,1.007,1.09,1.03,13.691,-64358.252,18.704,13.702,30.43,18.192,19.875,58.35,0.523,0.546,5,0.0
9066.031,0.832,1.05,0.874,6.217,1.286,62.612,89.221,0.914,1.261,1.103,1.418,13.936,-64297.911,28.546,13.929,30.275,18.288,37.014,63.933,0.523,0.546,0,1.0
10582.526,0.162,0.112,0.018,6.281,1.298,100.672,94.999,0.909,0.778,1.084,0.962,16.025,-64672.447,23.854,16.222,25.803,22.56,24.955,56.334,0.523,0.546,0,0.0
29.755,0.92,0.112,0.103,-0.231,0.021,89.067,92.62,0.069,0.283,0.062,0.225,14.559,-64756.723,34.217,14.472,28.711,17.948,42.91,65.995,0.523,0.546,0,0.0
2307.512,0.577,15.037,8.684,6.153,1.298,94.357,102.307,0.897,0.975,1.078,1.005,14.099,-64399.762,23.047,14.039,30.546,18.518,25.41,61.045,0.523,0.546,0,15.0
6296.861,0.955,0.112,0.107,6.217,1.31,59.028,90.411,0.897,0.988,1.097,1.026,13.588,-64264.614,35.409,13.575,30.75,18.055,44.498,65.226,0.523,0.546,0,0.0
4826.98,0.89,0.862,0.767,6.217,1.298,79.679,93.13,0.888,1.0,1.078,1.043,13.778,-64298.441,35.27,13.756,30.304,18.162,44.394,65.391,0.523,0.546,0,0.8
1543.802,0.5,30.075,15.037,6.153,1.286,102.379,103.666,0.875,0.943,1.065,0.979,14.264,-64452.411,35.761,14.178,30.775,18.23,45.012,64.336,0.523,0.546,0,30.0
9143.361,0.869,0.112,0.097,6.217,1.31,62.953,92.45,0.909,1.267,1.109,1.422,14.042,-64301.782,29.638,14.042,30.304,17.815,37.925,62.894,0.523,0.546,0,0.0
9045.925,0.94,0.112,0.105,6.153,1.298,62.441,84.633,0.914,1.235,1.109,1.393,13.917,-64296.911,28.126,13.931,30.281,18.422,36.701,64.174,0.523,0.546,0,0.0
9009.925,0.875,1.05,0.918,6.217,1.052,60.905,92.62,0.918,0.943,1.103,0.941,13.875,-64295.268,27.337,13.901,30.315,17.909,35.927,64.599,0.523,0.546,0,1.0
5335.285,0.662,15.037,9.962,6.217,1.31,58.174,87.692,0.88,0.981,1.078,1.013,13.601,-64288.852,35.167,13.575,30.31,18.424,44.414,65.052,0.523,0.546,0,15.0
1301.352,0.842,2.062,1.737,6.217,1.286,101.355,101.967,0.875,0.994,1.072,1.039,14.345,-64488.599,36.281,14.284,30.834,17.75,45.181,64.969,0.523,0.546,5,2.0
8488.136,0.86,1.05,0.903,6.153,1.286,61.588,93.98,0.914,1.0,1.109,1.035,13.747,-64273.494,18.445,13.73,30.325,18.455,19.587,62.528,0.523,0.546,5,1.0
134.047,0.857,0.112,0.096,5.387,1.298,96.064,98.228,0.824,0.842,0.984,1.082,14.519,-64726.824,34.774,14.451,28.756,17.81,43.693,65.069,0.523,0.546,0,0.0
3199.139,0.85,1.05,0.892,6.153,1.298,85.824,94.829,0.892,1.0,1.078,1.035,13.836,-64357.054,18.724,13.828,30.452,18.051,19.698,60.437,0.523,0.546,5,1.0
3173.172,0.951,0.112,0.107,6.153,1.286,84.97,94.829,0.897,1.007,1.09,1.035,13.699,-64358.192,18.738,13.679,30.45,18.148,19.863,58.714,0.523,0.546,5,0.0
1321.094,0.945,0.112,0.106,6.153,1.298,101.867,100.607,0.875,1.007,1.065,1.048,14.629,-64485.66,36.217,14.533,30.737,17.811,45.052,65.085,0.523,0.546,0,0.0
127.199,0.86,0.112,0.096,5.068,1.286,95.894,102.817,0.799,0.848,0.953,1.082,14.563,-64728.879,34.715,14.475,28.538,17.835,43.689,65.185,0.523,0.546,0,0.0
47.152,0.91,0.112,0.102,-0.231,1.261,86.336,101.117,0.048,0.791,0.037,1.043,14.573,-64752.193,34.295,14.521,28.345,17.756,43.139,65.188,0.523,0.546,0,0.0
153.758,0.849,0.112,0.095,5.706,1.298,97.088,99.418,0.841,0.842,1.015,1.086,14.451,-64721.291,34.792,14.367,29.165,17.847,43.662,65.182,0.523,0.546,0,0.0
6285.043,0.891,0.862,0.768,6.217,1.298,59.198,89.221,0.897,0.988,1.084,1.026,13.596,-64264.777,35.496,13.588,30.755,18.071,44.491,65.203,0.523,0.546,0,0.8
8512.062,0.955,0.112,0.107,6.217,1.298,61.417,89.051,0.909,1.0,1.103,1.043,13.811,-64274.6,18.354,13.809,30.301,18.231,19.468,63.111,0.523,0.546,5,0.0
8495.682,0.874,0.731,0.635,6.217,1.298,61.076,91.77,0.909,1.007,1.109,1.035,13.808,-64273.884,18.406,13.807,30.312,18.543,19.532,62.082,0.523,0.546,5,0.4
139.187,0.855,0.112,0.096,5.515,1.286,95.211,102.137,0.824,0.848,0.99,1.086,14.523,-64725.522,34.796,14.431,28.874,17.839,43.695,64.988,0.523,0.546,5,0.0
2254.385,0.582,15.037,8.759,6.153,1.323,88.555,100.607,0.901,0.975,1.09,1.005,14.04,-64402.926,23.484,13.991,30.549,19.315,25.959,61.256,0.523,0.546,0,15.0
8537.309,0.85,1.05,0.892,6.281,1.298,60.564,85.992,0.909,0.994,1.097,1.039,13.749,-64275.939,18.274,13.753,30.291,18.171,19.325,64.996,0.523,0.546,5,1.0
2.047,0.954,0.112,0.107,5.068,0.574,92.821,96.699,0.731,0.531,0.727,0.566,14.702,-64762.618,34.035,14.593,29.755,18.646,42.523,64.866,0.024,0.002,0,0.0
3782.964,0.635,15.037,9.548,6.217,1.286,83.946,95.169,0.892,0.975,1.072,1.009,13.868,-64330.723,31.424,13.828,30.338,18.015,40.503,65.171,0.523,0.546,0,15.0
9039.927,0.944,0.112,0.106,6.153,1.298,61.929,88.202,0.918,1.197,1.109,1.363,13.928,-64296.585,28.008,13.907,30.277,18.741,36.605,64.235,0.523,0.546,0,0.0
9426.804,0.733,0.112,0.082,6.153,1.298,70.122,93.98,0.897,0.759,1.09,0.967,14.873,-64327.399,29.638,14.939,30.324,19.543,36.979,60.118,0.523,0.546,0,0.0
429.76,0.642,12.037,7.739,6.153,1.298,100.502,104.346,0.863,0.969,1.047,1.001,14.631,-64645.495,35.243,14.555,30.436,17.95,44.396,64.965,0.523,0.546,5,12.0
